login_attempts,failed_logins,data_transferred_MB,session_duration_min,threat_flag,anomaly_score
1,3,33.73569241083423,10.377727015685236,0,-1
3,0,54.15671974096576,20.15539759118631,0,1
6,0,33.26102071651212,11.004220879837694,0,1
2,1,40.11628937585898,20.252524452431434,0,1
5,1,46.37665541725137,19.969404977061256,0,1
2,0,65.43950604761145,22.0167248383927,0,1
1,0,39.271098842850826,24.311428584007963,0,1
7,4,50.12404983146586,25.23794211125469,0,-1
8,0,55.79976576957259,11.94978700312035,0,-1
0,0,64.84060553220698,19.708969734334598,0,1
3,0,57.777947517214095,30.05470442280027,1,1
6,1,60.93906951632465,20.595502842488536,0,1
1,0,58.643070588515414,15.843259298493432,0,1
9,2,37.90877028603861,19.60149436780332,0,-1
3,1,53.59692104317047,18.081670298429692,0,1
3,1,58.48660952172223,14.11770921433923,1,1
6,2,40.4349971032598,24.34552094103504,0,1
2,1,44.202401232759776,22.92176279137681,0,1
0,0,41.96807704872944,13.32745463943936,0,1
4,1,57.72622985968033,19.53362708091549,0,1
0,2,49.30718879670868,17.167681754089386,0,1
3,0,46.79154105664903,11.992037427375164,0,1
5,0,37.18330083347012,12.925902712620074,0,1
5,0,49.326057468062075,13.67020088099834,0,1
4,0,44.324116450152516,19.707851232786016,0,1
1,0,52.43339565264162,17.710234998983218,0,1
1,1,38.57032801354549,15.204060189520433,0,1
1,1,51.77906259506201,18.040584851895243,0,1
2,2,45.610492295011795,23.737674859227386,0,1
3,3,37.50703074264853,21.78348048636028,0,1
1,1,36.72715962121853,25.009344038109514,0,1
1,0,38.229796119773056,18.858435676403754,0,1
1,3,47.93600942559458,28.01278595340822,0,1
2,2,51.209954343635005,21.74039941849246,0,1
3,0,52.69823632377181,17.555412883293048,0,1
2,0,53.07552917728447,20.464759048451846,0,1
2,2,42.414767390208,13.759620237050914,0,1
3,0,60.58402908095176,18.469074318761155,0,1
2,3,45.57774473991847,22.149871151133038,0,1
4,0,54.50149760059732,23.058347540492946,0,1
4,1,48.35844566506183,17.949188885844016,0,1
1,1,53.75621231703042,33.66945213761318,0,1
2,1,47.85671933855086,19.138961284223555,0,1
1,1,53.93634876574566,11.608029789284233,0,1
2,1,49.92611130119676,26.06633596004249,0,1
3,0,58.13840570650689,23.035636519248385,0,1
2,2,41.81314956788802,21.15844410477625,0,1
4,3,32.301086641094216,17.67539554454111,0,1
3,0,40.26642580565903,21.966732580132206,0,1
4,0,60.689184152380335,28.095081229988153,0,1
1,1,48.4544118011226,21.00816468670073,0,1
1,1,50.920622955465625,12.64983206594537,0,1
1,1,39.46363385953613,2.7332295840611676,0,1
2,3,50.655537251502786,21.922797803191926,0,1
2,0,39.77187355927304,15.070432293699461,0,1
5,0,41.24218724947245,19.50143641302098,0,1
5,1,45.975163171761196,15.954611884933003,0,1
2,0,54.45097257842146,15.59545507901701,0,1
2,2,55.5184758064251,16.173629333568663,0,1
3,0,55.79044897937837,16.62562320041717,0,1
2,2,34.11915884955626,23.881179942414178,0,1
1,1,49.933354996097385,22.868218965682924,0,1
2,2,48.03218166617264,13.960055885944133,0,1
5,1,34.67817583918544,14.641326368164957,0,1
5,0,50.159837667221986,21.895609522346863,0,1
3,2,47.49572782563238,25.262511827177608,0,1
4,0,55.11525672117887,25.185706799570628,0,1
1,1,50.81247076239802,14.985455796098842,0,1
3,1,44.50679469716747,24.946557159501126,0,1
4,2,59.257624504569776,11.11865182840575,0,1
3,0,27.787664992248757,18.985577914949804,0,1
3,2,49.3573487157039,22.435132213043264,0,1
3,0,32.36749068008064,9.605974934791742,0,1
3,0,40.8780672879388,30.46428462042731,0,1
5,1,55.248137030093496,26.63347591488308,0,1
3,0,37.25802519559197,23.235019861802947,0,1
5,2,35.76282181296065,15.174858962175394,0,1
2,2,73.81944983415625,19.659481877114334,0,1
2,1,36.40710948579836,23.95210084881511,0,1
5,0,66.50520903087973,14.38669216500093,0,1
3,0,48.2779783542074,19.097628843809915,0,1
3,0,44.75170878561025,24.55191924905491,0,1
3,2,55.66786390588205,12.52702499113475,0,1
6,0,63.365940755444996,21.662123555102276,0,1
6,2,38.539320578916715,11.226151851894098,0,1
3,1,44.8975021027147,15.280766222106733,0,1
5,1,58.468697346842525,17.47703697161953,0,1
2,3,52.87994312427,22.56777806359389,0,1
4,1,61.01917830641383,16.49605448746898,0,1
3,2,55.151119544317794,20.627741956645757,0,1
2,0,68.08224009149149,16.563859310958836,0,1
4,2,51.7858859883365,17.346916139424238,0,1
1,0,52.21811148330962,26.253307538930745,0,1
3,0,53.217213720157986,14.248859108788807,0,1
1,3,48.57511148273442,23.795769869735924,0,1
3,1,58.480871588009244,19.99468057262509,0,1
3,0,52.37041223863026,17.122231555460047,0,1
1,1,57.88180009145144,13.91238583794941,0,1
2,0,59.4449985362416,14.268818464504543,0,1
4,1,54.28454681560327,16.306774876210266,0,1
2,2,55.017163242341965,19.24972796389429,0,1
5,0,39.89670212403466,23.017548180782008,0,1
0,1,44.496464121801786,18.498803700388187,0,1
3,1,58.433834529907315,18.833445740588907,0,1
2,1,64.23631181818513,19.580048883388475,0,1
0,1,30.595697744916396,22.383888457193642,0,1
2,1,44.32136852748585,23.22401409598255,0,1
2,2,50.2362060241465,13.06517262214076,0,1
4,0,41.20725537919322,18.58962645128344,0,1
2,0,41.77480355818317,26.137020086739607,0,1
1,1,54.749198737938045,13.419400231400228,0,1
1,3,65.81375969171434,20.371564452244794,0,1
0,0,29.68176443677859,19.145779981016098,0,1
2,0,48.29523851018304,17.166622050316942,0,1
4,0,54.63280341790388,27.95391325521679,0,1
3,1,57.802139722002416,20.184179044339373,0,1
5,1,53.19127343069039,27.55572535972157,0,1
5,1,67.61402549936115,20.02813602622205,0,1
3,2,50.28906593325794,22.30127944658866,0,1
4,2,63.119927903920974,17.113892455365097,0,1
1,2,43.53632329654031,17.169531623511233,0,1
3,1,50.5798294658885,22.0467376512443,0,1
4,0,37.87284924201149,22.138487288167955,0,1
4,2,59.008644405489946,22.989935332959273,0,1
3,1,48.79557137358824,21.88339143477288,0,1
2,3,53.57821062519898,13.317895364979575,0,1
2,1,46.866313687149265,15.968156616437922,0,1
3,1,55.86428501659016,24.249714430743474,0,1
3,2,53.97433973855752,10.207673172983313,0,1
4,0,40.053485700287936,21.463036207528017,0,1
0,0,40.6323256741699,19.440599504654095,0,1
2,0,49.722312696586485,24.247909337361797,0,1
4,2,56.59573957406657,22.083105930353778,0,1
2,2,68.62895553113847,16.68009860145769,0,1
4,0,53.02990856665729,16.453249808491684,0,1
3,1,60.0753140248854,17.386082635015406,0,1
2,0,33.87149065235832,22.90031523685314,0,1
3,0,70.12955849433982,8.48893160222378,0,1
7,0,56.05686211129193,20.786897221785306,0,1
3,0,49.5039548884122,15.584827063863164,0,1
5,1,48.35303952542075,20.954176489036286,0,1
8,1,38.928002021410016,21.722488932516843,0,1
1,0,41.78713204279829,11.688367085356564,0,1
2,4,69.10435632133414,18.865667864996844,0,-1
2,2,40.109955617139875,20.777851784001232,0,1
1,0,39.91732242133655,20.43975047637574,0,1
3,1,42.97779513924421,19.388995234420175,0,1
4,1,38.01819247038728,13.895562400929942,0,1
1,0,50.1530657484551,14.65685984676729,0,1
7,0,60.88910512665239,13.109763386230748,0,1
6,0,43.895076737279666,22.77022785419877,0,1
2,1,36.26675720239179,19.422145790966994,0,1
2,0,52.91861313014654,19.741233803536435,0,1
1,2,49.44225662320187,11.472532780775529,0,1
0,1,60.02724550081625,19.831986013693975,0,1
4,0,45.4549170069773,23.168185359913416,0,1
3,0,47.39843220373325,10.790802127128604,0,1
4,1,48.50469635456731,17.322968706275148,0,1
5,1,50.89004110553482,12.148254342275973,0,1
1,0,46.074383226424104,17.898589626350564,0,1
1,0,44.45355891953991,15.495040512145385,0,1
2,1,31.496223151181585,21.904544168208016,0,1
6,2,44.34612790879883,20.84619781713196,0,1
3,0,57.15223268081752,26.45752202817022,0,1
3,0,58.50245519368886,19.729610753497532,0,1
2,2,45.288869764086996,21.692439010521365,0,1
6,1,62.99485998181762,17.211462591757613,0,1
1,0,49.71295928299645,14.484676743857106,0,1
3,3,36.62153628184052,24.173812173450433,0,1
1,0,33.47615943545744,26.216275267735398,0,1
2,1,62.18257922619726,23.528278496191266,0,1
4,1,46.269962747389265,20.65614061564766,0,1
5,0,37.85935476927421,15.12953222757362,0,1
8,1,27.407238285644652,25.70814086713473,0,-1
2,2,46.04283889124857,22.89754657818506,0,1
2,0,54.04750858996361,30.124393046647228,0,1
4,0,43.02308855953795,14.227880248800469,0,1
0,0,39.467548398661286,24.3128325062369,0,1
4,3,44.506242313932724,22.745532524373992,0,1
3,1,62.431920191448555,18.28986399875972,0,1
6,3,36.070183823248094,26.81917440101552,0,1
2,1,43.58298969577483,22.01172574212274,0,1
2,2,62.107577396175905,15.31553485769173,0,1
3,4,54.941762894237534,19.40830491862795,0,1
6,1,51.79127813778956,15.255705964484436,0,1
0,0,43.51553864583751,17.65742142307243,0,1
4,1,50.30504814500428,23.519130767698666,0,1
4,0,44.621709315466994,24.94637022617108,0,1
3,0,41.40613868929249,21.106061668946825,0,1
4,0,39.1994252469826,16.249625617052338,0,1
4,2,57.84095596372499,21.908042101976786,0,1
4,1,49.39593867783864,23.616998189788188,0,1
1,2,53.14513743802696,10.139441273801411,0,1
5,0,51.51673185801404,20.582393875154587,0,1
6,3,54.40918827808359,19.049051008003342,0,1
0,0,47.45281210014108,24.768556277047864,0,1
4,1,45.18342548945426,21.928445824307495,0,1
2,1,41.84719670608878,22.42175850736393,0,1
2,1,35.86030866592886,17.59044516809519,0,1
3,0,38.77966829377083,20.00825858566218,0,1
1,0,46.345822788997786,24.718424849019442,0,1
1,0,33.96960515564522,19.675601335148617,0,1
5,2,36.1771409586397,20.87334777865787,0,1
0,2,60.42139892635178,12.32021350778967,0,1
2,0,52.24179484853792,19.65729981836392,0,1
3,0,45.48163271796479,9.940000159469452,0,1
2,1,72.7157445890456,17.419275653208718,0,1
2,0,33.517502812869715,20.317577788634495,0,1
1,2,59.756112764618216,23.83515397242285,0,1
1,2,48.88533917220584,15.004200282740122,0,1
3,2,57.85047022912812,21.86842071735051,0,1
1,0,51.08953717270807,27.34246702181064,0,1
2,0,31.277549377547423,16.79628067142189,0,1
0,2,50.954604675588286,12.264735391386713,0,1
1,1,53.35555854639598,21.449199785285444,0,1
7,1,28.08014701475586,14.040014967318536,0,-1
6,2,69.44048293801899,15.9050071326324,0,1
1,0,53.112075941727724,24.61668470851243,0,1
1,0,56.719877401364954,29.384496376883405,0,1
4,1,38.344706104236884,14.996549418292574,0,1
5,3,56.90617522145618,16.312901299922935,0,1
5,2,60.89504459563056,17.800655187955904,0,1
0,1,52.535682281378456,17.260959732372864,0,1
5,0,49.90628441479235,29.666462569060172,0,1
3,2,41.06411875101583,17.347160851561068,0,1
7,2,47.83793082216674,18.061240427369356,0,1
3,1,44.8797048574072,28.080887365874126,0,1
3,0,55.71995637392684,22.883381557696506,0,1
3,2,41.50124074882597,24.929496164746222,0,1
4,2,55.64650721503558,15.469435634888043,0,1
4,1,41.61014437270344,17.34910158412132,0,1
3,0,47.37647445839982,14.801408211605198,0,1
3,7,56.16044397012816,24.006307730179078,0,-1
3,0,42.96203280013956,26.126216038917217,0,1
2,2,56.50536488977602,17.001128154092434,0,1
4,1,55.52994157671368,18.178793385478617,0,1
1,0,47.29049326623056,18.39754967480671,0,1
0,0,61.617832013557894,12.263880033609121,0,1
7,0,50.777843419771145,16.63088961120173,0,1
1,0,61.0227652658535,23.866331073818003,0,1
1,0,67.93464924877179,15.622907477774529,0,1
1,1,47.58698978298688,20.46490931102494,0,1
3,0,56.44954984027397,13.459905127679217,0,1
1,0,43.62432074677125,19.27999544435566,0,1
3,2,39.67185590491802,17.18339422706996,0,1
6,1,48.045403426135714,13.891642581081166,0,1
1,2,36.37399720250537,23.95193048077556,0,1
2,1,40.6239222035269,24.233136806005096,0,1
3,0,55.91432599321068,15.152306438820125,0,1
3,2,44.863509845511615,18.919082679031362,0,1
7,0,57.105140871218616,20.221593415362246,0,1
5,3,52.99411938017487,10.926191064360752,0,1
2,1,68.51154062019116,13.01453636802984,1,1
1,0,55.243372855760455,26.431422181833906,0,1
7,1,61.14218070279314,14.674365517487146,0,1
5,0,54.018846631275466,26.290915541258478,0,1
3,1,53.11393501078073,13.272931628083345,0,1
2,0,61.64733042113315,23.294138885702015,0,1
3,0,56.68797465865265,18.443484462448325,0,1
2,1,52.10063612957428,19.146168654228166,0,1
4,0,52.056546659297176,29.27967956766982,0,1
3,1,55.38229311830416,13.72906682840659,0,1
3,1,43.28626480540115,22.973990981305356,0,1
6,1,42.86200533861302,22.76744831778911,0,1
1,0,64.25405932372932,36.772866945831886,0,1
4,2,68.64413663859997,14.61434589884057,0,1
2,4,40.71117541589834,16.870076032482817,0,1
2,0,43.31005567560296,24.07961142916277,0,1
3,3,61.42522819504145,18.998680703990683,0,1
3,0,55.335199931423965,17.684745216341252,0,1
1,2,56.764281053209224,24.787557441615828,0,1
3,2,58.96601294853057,18.667157818481396,0,1
2,2,47.59267838255924,15.540704648092913,0,1
4,0,53.29969924990186,23.631050773809907,0,1
6,1,52.521921506980924,21.876440040139304,0,1
5,0,41.415083997545395,18.43576702197012,0,1
5,1,53.150909432157036,18.198492406199893,0,1
3,1,62.37710696149668,15.425466975297187,0,1
3,2,46.658667611566386,23.62548427557671,0,1
0,1,51.525692487409344,18.199460913728124,0,1
3,0,52.06708916010856,16.15077048213165,0,1
4,2,47.15335449564729,13.572224164040726,0,1
6,3,56.76901237694358,21.96077178954418,0,1
2,1,43.199343687450124,17.457085105435013,0,1
1,0,63.32645518695934,9.936623430054643,0,1
2,1,56.262055616322456,13.983656051779768,0,1
2,0,40.632313993271055,18.832015321705086,0,1
1,0,66.98009684886253,18.97231167541416,0,1
2,0,51.681014612615954,18.782288748146748,0,1
5,4,42.77052482764948,18.086219442162193,0,1
6,1,61.04554524991191,12.620731386317944,0,1
4,0,54.94671519448025,15.627257379254743,0,1
2,1,32.28040295765962,25.918884932420507,0,1
5,2,44.74339682756146,25.18114063426533,0,1
4,2,52.79097337221544,22.889758911720257,0,1
3,3,28.404333223573413,22.447513020203342,0,1
4,1,50.85070085387394,24.523779540327457,0,1
0,1,51.579793727052596,14.396026312539497,1,1
2,0,38.16508117624178,20.164641833784746,0,1
2,0,52.706448862599636,14.398664246765199,0,1
3,3,50.07463839125033,14.485427651173634,0,1
5,0,38.087058941149856,21.840324688734707,0,1
3,0,59.19560546862825,24.733752195679376,0,1
5,1,58.37853794767805,19.03075432788731,0,1
2,2,47.102629131476384,28.24500216104751,0,1
4,1,48.014186766081764,21.058921635227684,0,1
5,2,57.262639375953455,16.116072337917444,0,1
2,0,47.993368568881934,14.566357240631639,0,1
1,2,30.690917994798454,25.09065742092358,0,1
0,2,54.869365573999275,20.642295578699073,0,1
4,1,41.867406792614915,23.38023689084741,0,1
3,2,46.10156945582406,6.710183697733791,0,1
4,3,64.57870567951475,21.223360171734694,0,1
1,2,48.66021525991202,17.441129057518815,0,1
1,1,50.017349358738734,13.031202320415678,0,1
2,0,55.096672754635975,19.686588285257873,1,1
2,1,55.05333943874032,25.45906766827228,0,1
1,2,40.808022326222165,31.331141432098594,0,1
2,1,49.397014844656255,21.21076203661255,0,1
5,1,50.361525279258274,16.45426705019239,0,1
2,0,52.720268966288266,16.152487217407664,0,1
3,0,52.892219409166195,24.815661810325995,0,1
4,1,75.87441228777458,15.01562940423554,0,1
2,0,38.24140229412755,23.112136897638813,0,1
2,1,59.80091620197956,21.46840594979809,0,1
2,1,61.83375805833059,20.915506959414397,0,1
5,2,54.927839739235274,12.159407050596037,0,1
3,0,43.49684605126925,18.215208988868376,0,1
2,1,66.64668030267626,12.709211043211937,0,1
4,3,28.080171352598022,17.05876299341617,0,1
7,2,43.16733302782173,24.58569330760256,0,1
1,1,61.71682197222811,26.155289516777824,0,1
7,0,46.29888396577482,21.069743247454426,0,1
3,2,65.96464524800186,17.148297437830074,0,1
1,1,34.881952553215996,27.94049666180209,0,1
2,4,38.87898106051992,17.0820468312191,0,1
1,1,44.68361829873025,14.321567540954979,0,1
4,0,54.173992775365285,23.482414839583917,0,1
3,1,47.77979849619977,22.288670212848533,0,1
2,2,45.09600747437579,17.287120445370796,0,1
1,1,64.20396431098524,20.501126147847835,0,1
2,2,65.1344497538915,22.210799944258866,0,1
3,1,45.85620234292445,21.01839420525908,0,1
3,1,32.90232192670337,22.294694774822904,0,1
1,0,28.425161708126204,17.47142569220013,0,1
7,3,52.39290114780356,22.631225221197994,1,1
2,2,56.55955622218797,20.08778918791641,0,1
3,1,50.629977855785455,17.640947392318235,0,1
4,0,49.290918929192415,18.770576188833626,0,1
3,1,41.95457385305917,19.51049082037791,0,1
6,1,56.54979793913839,12.773108314693605,0,1
5,0,66.7818537889891,16.816703767150358,0,1
2,2,27.83122322664444,20.32452757796393,0,1
1,1,49.224988112122844,13.24504482305574,0,1
5,1,40.296516505864,16.900381690927098,0,1
3,1,35.095340059461485,31.923224891859363,0,1
5,2,38.70024129215584,14.35370817589403,0,1
1,1,53.796728556844045,18.080930436747852,1,1
3,0,54.04962197591166,15.831413607356344,0,1
3,1,64.602877611748,19.415649980233315,0,1
3,0,50.08781547145461,15.925408284325101,0,1
2,2,32.41778370130422,18.783784383537835,0,1
1,2,47.618304576240284,16.407264824250536,0,1
4,3,36.13620927784216,25.275639081849125,0,1
1,0,37.93204113577995,20.408185188597734,0,1
7,3,55.80559058406495,14.985136715183899,0,1
2,1,51.941809055944205,24.203982619163465,0,1
3,2,55.875655954353306,15.208666919849435,0,1
3,0,46.42507152728272,12.179599055441745,0,1
6,2,57.90529563425356,19.98478756283596,0,1
2,0,45.865971017098886,29.536322121699897,0,1
1,2,61.16682832742247,10.861679355420563,0,1
5,0,53.446389394715425,13.345060392154513,0,1
2,0,47.930031295153825,23.76262831580422,0,1
6,0,52.12093044176097,16.7883930019402,0,1
3,1,49.82139299025082,23.059742836232715,0,1
4,2,65.96106515312923,15.812555465290265,0,1
2,0,52.45437622578789,20.709810887045883,0,1
0,0,49.983873276054915,28.722369626927442,0,1
3,0,47.615091429492004,14.027051764890645,0,1
5,0,58.43184219245011,25.11880405068652,0,1
3,3,57.07913339053505,23.398533983160434,0,1
2,2,47.26158369687372,12.553778744505456,0,1
3,1,38.44358485377191,22.794502618708865,0,1
3,0,40.980318616216465,20.36403064431303,0,1
2,0,48.158374604578036,20.455470049568646,0,1
2,4,63.48927506119083,21.682587832258516,0,1
3,3,47.49823370753086,18.248170777920976,0,1
2,0,44.05876390034435,20.350494794711988,0,1
1,1,32.392806867513535,21.207262125201442,0,1
2,3,65.13541435602296,23.730289694427643,0,1
4,1,55.6902814598146,12.364194833109593,0,1
4,1,57.96009970005858,26.45442948245552,0,1
4,2,59.61688051929375,14.223548284703934,0,1
3,1,48.35269771241037,23.808142320731935,0,1
3,1,50.845906337475355,20.397225496363898,0,1
1,1,64.88601941951994,13.594218286006512,0,1
4,0,51.79580889319137,22.64072734852002,0,1
2,2,55.87525290063994,15.272966804024145,0,1
2,2,58.70550717200511,25.3439777757882,0,1
2,2,56.429313324226435,16.44582580749378,0,1
6,1,48.718308297335064,12.525069511973113,0,1
1,0,49.6611615718608,27.669225525181474,0,1
2,1,57.77640437975942,20.906618356184545,0,1
2,1,57.760028599347265,24.335955628806577,1,1
2,1,61.68232599019462,15.742640606233163,0,1
5,1,55.510969833098386,10.540947316458997,0,1
3,2,55.966056135920546,28.376012120438887,0,1
1,0,45.53766633215553,19.967865939105256,0,1
3,0,44.188504889280985,22.456759470817733,0,1
5,2,57.806306743514945,23.282978902991346,0,1
4,0,44.25814931983625,18.323044734921552,0,1
4,0,49.79298996883138,21.131147738077583,0,1
5,1,63.79023240971291,27.969762962527223,0,1
2,1,62.205702923450886,19.837793855603348,0,1
3,0,53.01788830797184,24.710506582097874,0,1
2,0,47.0386042016629,10.043765099846892,0,1
8,2,48.76621089656496,25.618803151596072,0,1
3,1,58.676601410556145,12.389978509970131,0,1
4,2,49.635007225538345,25.047044120167502,0,1
5,2,44.41717606989736,21.953156102256354,0,1
4,1,62.15774756407974,19.52039661963061,0,1
3,1,51.816001391292815,19.502058893960353,0,1
3,1,44.22744179008254,18.736344533213327,0,1
1,0,54.78940188932631,15.896652402782184,0,1
4,0,59.712184131925085,18.97011860684977,0,1
4,0,39.9232693521224,31.040295387545445,0,1
3,1,47.99546086647065,26.51153355392365,0,1
2,1,47.533166324115875,15.644984107387831,0,1
5,4,54.52287165783476,21.33843701163644,0,1
1,1,56.320083228598584,20.479895816182157,0,1
7,2,44.48526088720514,19.28853278495164,0,1
3,1,35.07248824093975,14.986112216812604,0,1
4,1,60.31798754599401,22.229489924033263,0,1
2,1,38.80054729422787,24.23035814957318,0,1
0,3,52.711842050438776,15.8305065746661,0,1
4,1,48.68019101269317,29.777707086446036,0,1
3,0,51.624439052040756,27.61001624617777,0,1
4,1,66.51233971706858,22.74082779475616,0,1
3,2,80.38281613621828,13.841401486655933,0,1
1,0,33.66562588601391,22.00704312992281,0,1
0,1,59.83906155332924,21.409890007822327,0,1
3,0,48.43752227322354,22.565776381092483,0,1
2,0,60.47854513712552,27.95232136144868,0,1
6,0,59.572630761791636,19.120129726916897,0,1
2,0,64.09744807198163,30.23913289827872,0,1
4,0,52.84964915162697,22.03252172996875,1,1
3,0,41.10423515044976,18.547684121693674,0,1
7,1,59.2764948870962,31.996886033532057,0,1
5,2,51.179975761440645,24.14945950010045,0,1
4,0,47.66156784865868,17.726330565212635,0,1
1,1,45.23776119295038,20.421082944732213,0,1
6,0,60.06335569105129,23.17616510927267,0,1
1,3,66.03369492007377,19.24569486607329,0,1
2,1,38.04647441300366,20.669539345224752,0,1
1,0,56.219522424789304,15.913981981686394,0,1
3,2,46.27612814577355,11.57402734596046,0,1
